Data,Set Size,Individual MSE,number of random models,Method,MSE
German_Data,8,"[0.1806, 0.1838, 0.194, 0.1898, 0.2096, 0.1988, 0.2421, 0.2277]",0,sequential reconcile,0.184
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.2277]",1,mode,0.181
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.2277]",1,randomized,0.223
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.2277]",1,random_selection,0.242
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.2277]",1,sequential reconcile,0.212
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",2,mode,0.249
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",2,randomized,0.199
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",2,random_selection,0.199
German_Data,8,"[0.1806, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",2,sequential reconcile,0.196
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",3,mode,0.25
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",3,randomized,0.219
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",3,random_selection,0.184
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.2421, 0.25]",3,sequential reconcile,0.2
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.25, 0.25]",4,mode,0.25
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.25, 0.25]",4,randomized,0.248
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.25, 0.25]",4,random_selection,0.199
German_Data,8,"[0.25, 0.1838, 0.194, 0.25, 0.2096, 0.1988, 0.25, 0.25]",4,sequential reconcile,0.198
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.2096, 0.1988, 0.25, 0.25]",5,mode,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.2096, 0.1988, 0.25, 0.25]",5,randomized,0.233
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.2096, 0.1988, 0.25, 0.25]",5,random_selection,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.2096, 0.1988, 0.25, 0.25]",5,sequential reconcile,0.201
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.1988, 0.25, 0.25]",6,mode,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.1988, 0.25, 0.25]",6,randomized,0.245
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.1988, 0.25, 0.25]",6,random_selection,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.1988, 0.25, 0.25]",6,sequential reconcile,0.21
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.244
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
German_Data,8,"[0.25, 0.1838, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.205
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.25
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.2418]",0,mode,0.149
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.2418]",0,randomized,0.161
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.2418]",0,random_selection,0.169
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.2418]",0,sequential reconcile,0.142
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.25]",1,mode,0.149
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.25]",1,randomized,0.161
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.25]",1,random_selection,0.144
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.1471, 0.25]",1,sequential reconcile,0.135
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",2,mode,0.185
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",2,randomized,0.175
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",2,random_selection,0.135
Folk_Income_Data,9,"[0.1395, 0.1444, 0.1353, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",2,sequential reconcile,0.139
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",3,mode,0.228
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",3,randomized,0.187
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",3,random_selection,0.25
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.185, 0.1487, 0.25, 0.25]",3,sequential reconcile,0.144
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.1487, 0.25, 0.25]",4,mode,0.25
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.1487, 0.25, 0.25]",4,randomized,0.192
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.1487, 0.25, 0.25]",4,random_selection,0.25
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.1487, 0.25, 0.25]",4,sequential reconcile,0.153
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.203
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.135
Folk_Income_Data,9,"[0.1395, 0.1444, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.15
Folk_Income_Data,9,"[0.1395, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
Folk_Income_Data,9,"[0.1395, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.216
Folk_Income_Data,9,"[0.1395, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
Folk_Income_Data,9,"[0.1395, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",6,sequential reconcile,0.144
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.228
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1354, 0.1689, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.144
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1689, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1689, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.241
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1689, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1689, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.168
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Folk_Travel_Data,5,"[0.209, 0.2105, 0.2071, 0.207, 0.2138]",0,mode,0.209
Folk_Travel_Data,5,"[0.209, 0.2105, 0.2071, 0.207, 0.2138]",0,randomized,0.209
Folk_Travel_Data,5,"[0.209, 0.2105, 0.2071, 0.207, 0.2138]",0,random_selection,0.214
Folk_Travel_Data,5,"[0.209, 0.2105, 0.2071, 0.207, 0.2138]",0,sequential reconcile,0.207
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.2138]",1,mode,0.209
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.2138]",1,randomized,0.216
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.2138]",1,random_selection,0.214
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.2138]",1,sequential reconcile,0.207
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.25]",2,mode,0.25
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.25]",2,randomized,0.225
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.25]",2,random_selection,0.25
Folk_Travel_Data,5,"[0.209, 0.25, 0.2071, 0.207, 0.25]",2,sequential reconcile,0.215
Folk_Travel_Data,5,"[0.25, 0.25, 0.2071, 0.207, 0.25]",3,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.2071, 0.207, 0.25]",3,randomized,0.232
Folk_Travel_Data,5,"[0.25, 0.25, 0.2071, 0.207, 0.25]",3,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.2071, 0.207, 0.25]",3,sequential reconcile,0.221
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.207, 0.25]",4,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.207, 0.25]",4,randomized,0.242
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.207, 0.25]",4,random_selection,0.207
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.207, 0.25]",4,sequential reconcile,0.207
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.25
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.2079, 0.1945, 0.1902, 0.2465, 0.2389]",0,mode,0.177
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.2079, 0.1945, 0.1902, 0.2465, 0.2389]",0,randomized,0.197
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.2079, 0.1945, 0.1902, 0.2465, 0.2389]",0,random_selection,0.194
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.2079, 0.1945, 0.1902, 0.2465, 0.2389]",0,sequential reconcile,0.175
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.2465, 0.2389]",1,mode,0.177
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.2465, 0.2389]",1,randomized,0.203
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.2465, 0.2389]",1,random_selection,0.177
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.2465, 0.2389]",1,sequential reconcile,0.175
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",2,mode,0.25
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",2,randomized,0.202
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",2,random_selection,0.19
Folk_Mobility_Data,9,"[0.1766, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",2,sequential reconcile,0.186
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",3,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",3,randomized,0.212
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",3,random_selection,0.175
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.1748, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",3,sequential reconcile,0.182
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",4,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",4,randomized,0.222
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",4,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.2389]",4,sequential reconcile,0.175
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",5,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",5,randomized,0.218
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",5,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.175, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",5,sequential reconcile,0.186
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",6,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",6,randomized,0.229
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",6,random_selection,0.194
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.1945, 0.1902, 0.25, 0.25]",6,sequential reconcile,0.182
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",7,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",7,randomized,0.235
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",7,random_selection,0.175
Folk_Mobility_Data,9,"[0.25, 0.1752, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",7,sequential reconcile,0.182
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",8,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",8,randomized,0.244
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",8,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1902, 0.25, 0.25]",8,sequential reconcile,0.195
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.0372, 0.0398, 0.0204, 0.0203, 0.0262]",0,mean,0.02
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.0372, 0.0398, 0.0204, 0.0203, 0.0262]",0,randomized,0.024
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.0372, 0.0398, 0.0204, 0.0203, 0.0262]",0,random_selection,0.026
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.0372, 0.0398, 0.0204, 0.0203, 0.0262]",0,sequential reconcile,0.021
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.2024, 0.0398, 0.0204, 0.0203, 0.0262]",1,mean,0.021
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.2024, 0.0398, 0.0204, 0.0203, 0.0262]",1,randomized,0.049
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.2024, 0.0398, 0.0204, 0.0203, 0.0262]",1,random_selection,0.021
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.2024, 0.0398, 0.0204, 0.0203, 0.0262]",1,sequential reconcile,0.028
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.1875, 0.0398, 0.0204, 0.0203, 0.2016]",2,mean,0.024
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.1875, 0.0398, 0.0204, 0.0203, 0.2016]",2,randomized,0.058
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.1875, 0.0398, 0.0204, 0.0203, 0.2016]",2,random_selection,0.02
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.0205, 0.0216, 0.0254, 0.1875, 0.0398, 0.0204, 0.0203, 0.2016]",2,sequential reconcile,0.021
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2069, 0.0216, 0.0254, 0.188, 0.0398, 0.0204, 0.0203, 0.2089]",3,mean,0.029
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2069, 0.0216, 0.0254, 0.188, 0.0398, 0.0204, 0.0203, 0.2089]",3,randomized,0.076
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2069, 0.0216, 0.0254, 0.188, 0.0398, 0.0204, 0.0203, 0.2089]",3,random_selection,0.202
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2069, 0.0216, 0.0254, 0.188, 0.0398, 0.0204, 0.0203, 0.2089]",3,sequential reconcile,0.021
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2119, 0.0216, 0.0254, 0.2178, 0.1938, 0.0204, 0.0203, 0.2186]",4,mean,0.035
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2119, 0.0216, 0.0254, 0.2178, 0.1938, 0.0204, 0.0203, 0.2186]",4,randomized,0.094
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2119, 0.0216, 0.0254, 0.2178, 0.1938, 0.0204, 0.0203, 0.2186]",4,random_selection,0.02
Communities_Data,11,"[0.0195, 0.0199, 0.0206, 0.2119, 0.0216, 0.0254, 0.2178, 0.1938, 0.0204, 0.0203, 0.2186]",4,sequential reconcile,0.02
Communities_Data,11,"[0.0195, 0.0199, 0.1955, 0.1901, 0.0216, 0.0254, 0.2098, 0.2124, 0.0204, 0.0203, 0.1951]",5,mean,0.044
Communities_Data,11,"[0.0195, 0.0199, 0.1955, 0.1901, 0.0216, 0.0254, 0.2098, 0.2124, 0.0204, 0.0203, 0.1951]",5,randomized,0.121
Communities_Data,11,"[0.0195, 0.0199, 0.1955, 0.1901, 0.0216, 0.0254, 0.2098, 0.2124, 0.0204, 0.0203, 0.1951]",5,random_selection,0.206
Communities_Data,11,"[0.0195, 0.0199, 0.1955, 0.1901, 0.0216, 0.0254, 0.2098, 0.2124, 0.0204, 0.0203, 0.1951]",5,sequential reconcile,0.026
Communities_Data,11,"[0.2157, 0.0199, 0.2002, 0.1915, 0.0216, 0.0254, 0.1811, 0.2089, 0.0204, 0.0203, 0.1965]",6,mean,0.053
Communities_Data,11,"[0.2157, 0.0199, 0.2002, 0.1915, 0.0216, 0.0254, 0.1811, 0.2089, 0.0204, 0.0203, 0.1965]",6,randomized,0.12
Communities_Data,11,"[0.2157, 0.0199, 0.2002, 0.1915, 0.0216, 0.0254, 0.1811, 0.2089, 0.0204, 0.0203, 0.1965]",6,random_selection,0.025
Communities_Data,11,"[0.2157, 0.0199, 0.2002, 0.1915, 0.0216, 0.0254, 0.1811, 0.2089, 0.0204, 0.0203, 0.1965]",6,sequential reconcile,0.04
Communities_Data,11,"[0.2146, 0.0199, 0.2091, 0.2135, 0.0216, 0.0254, 0.2239, 0.2195, 0.0204, 0.1958, 0.1999]",7,mean,0.064
Communities_Data,11,"[0.2146, 0.0199, 0.2091, 0.2135, 0.0216, 0.0254, 0.2239, 0.2195, 0.0204, 0.1958, 0.1999]",7,randomized,0.148
Communities_Data,11,"[0.2146, 0.0199, 0.2091, 0.2135, 0.0216, 0.0254, 0.2239, 0.2195, 0.0204, 0.1958, 0.1999]",7,random_selection,0.025
Communities_Data,11,"[0.2146, 0.0199, 0.2091, 0.2135, 0.0216, 0.0254, 0.2239, 0.2195, 0.0204, 0.1958, 0.1999]",7,sequential reconcile,0.035
Communities_Data,11,"[0.1891, 0.1888, 0.2115, 0.2059, 0.0216, 0.0254, 0.2137, 0.2135, 0.0204, 0.2014, 0.1976]",8,mean,0.077
Communities_Data,11,"[0.1891, 0.1888, 0.2115, 0.2059, 0.0216, 0.0254, 0.2137, 0.2135, 0.0204, 0.2014, 0.1976]",8,randomized,0.146
Communities_Data,11,"[0.1891, 0.1888, 0.2115, 0.2059, 0.0216, 0.0254, 0.2137, 0.2135, 0.0204, 0.2014, 0.1976]",8,random_selection,0.183
Communities_Data,11,"[0.1891, 0.1888, 0.2115, 0.2059, 0.0216, 0.0254, 0.2137, 0.2135, 0.0204, 0.2014, 0.1976]",8,sequential reconcile,0.033
Communities_Data,11,"[0.2078, 0.2151, 0.2035, 0.2023, 0.0216, 0.2046, 0.2256, 0.1912, 0.0204, 0.1779, 0.1991]",9,mean,0.091
Communities_Data,11,"[0.2078, 0.2151, 0.2035, 0.2023, 0.0216, 0.2046, 0.2256, 0.1912, 0.0204, 0.1779, 0.1991]",9,randomized,0.145
Communities_Data,11,"[0.2078, 0.2151, 0.2035, 0.2023, 0.0216, 0.2046, 0.2256, 0.1912, 0.0204, 0.1779, 0.1991]",9,random_selection,0.199
Communities_Data,11,"[0.2078, 0.2151, 0.2035, 0.2023, 0.0216, 0.2046, 0.2256, 0.1912, 0.0204, 0.1779, 0.1991]",9,sequential reconcile,0.03
Communities_Data,11,"[0.2014, 0.2129, 0.2039, 0.1901, 0.0216, 0.2154, 0.1964, 0.2058, 0.2123, 0.2075, 0.2025]",10,mean,0.109
Communities_Data,11,"[0.2014, 0.2129, 0.2039, 0.1901, 0.0216, 0.2154, 0.1964, 0.2058, 0.2123, 0.2075, 0.2025]",10,randomized,0.194
Communities_Data,11,"[0.2014, 0.2129, 0.2039, 0.1901, 0.0216, 0.2154, 0.1964, 0.2058, 0.2123, 0.2075, 0.2025]",10,random_selection,0.022
Communities_Data,11,"[0.2014, 0.2129, 0.2039, 0.1901, 0.0216, 0.2154, 0.1964, 0.2058, 0.2123, 0.2075, 0.2025]",10,sequential reconcile,0.022
Communities_Data,11,"[0.1963, 0.1852, 0.1974, 0.2027, 0.2004, 0.2161, 0.1835, 0.1981, 0.1959, 0.2122, 0.1991]",11,mean,0.13
Communities_Data,11,"[0.1963, 0.1852, 0.1974, 0.2027, 0.2004, 0.2161, 0.1835, 0.1981, 0.1959, 0.2122, 0.1991]",11,randomized,0.205
Communities_Data,11,"[0.1963, 0.1852, 0.1974, 0.2027, 0.2004, 0.2161, 0.1835, 0.1981, 0.1959, 0.2122, 0.1991]",11,random_selection,0.216
Communities_Data,11,"[0.1963, 0.1852, 0.1974, 0.2027, 0.2004, 0.2161, 0.1835, 0.1981, 0.1959, 0.2122, 0.1991]",11,sequential reconcile,0.066
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.2478, 0.2396]",0,mode,0.234
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.2478, 0.2396]",0,randomized,0.222
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.2478, 0.2396]",0,random_selection,0.239
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.2478, 0.2396]",0,sequential reconcile,0.219
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.25, 0.2396]",1,mode,0.234
